,OTU,Size,Kingdom,Phylum,Class,Order,Family,Genus,size.sub,preferred
14968,Otu015019,33,Bacteria,Planctomycetes,Phycisphaerae,WD2101_soil_group,WD2101_soil_group_unclassified,WD2101_soil_group_unclassified,18,Planctomycetes
18196,Otu018372,23,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Blastopirellula,11,Planctomycetes
2,Otu000002,284890,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonadaceae_unclassified,50327,Betaproteobacteria
3,Otu000003,167089,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,26711,Betaproteobacteria
6,Otu000006,131466,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonadaceae_unclassified,19906,Betaproteobacteria
7,Otu000007,128177,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,18725,Alphaproteobacteria
8,Otu000008,98190,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,11305,Gammaproteobacteria
11,Otu000011,69589,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,14934,Gammaproteobacteria
12,Otu000012,60815,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonadaceae_unclassified,9864,Betaproteobacteria
13,Otu000013,59869,Bacteria,Proteobacteria,Gammaproteobacteria,WN-HWB-116,WN-HWB-116_unclassified,WN-HWB-116_unclassified,3551,Gammaproteobacteria
19,Otu000019,48896,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola,4691,Gammaproteobacteria
20,Otu000020,48473,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,4636,Epsilonproteobacteria
21,Otu000021,48454,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,8693,Alphaproteobacteria
25,Otu000025,44905,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,4708,Gammaproteobacteria
29,Otu000029,35403,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,5428,Betaproteobacteria
32,Otu000032,33899,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales_Incertae_Sedis,Steroidobacter,3791,Gammaproteobacteria
33,Otu000033,32691,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_unclassified,Rhizobiales_unclassified,4782,Alphaproteobacteria
35,Otu000035,31481,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,5935,Gammaproteobacteria
37,Otu000037,31083,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_unclassified,Rhizobiales_unclassified,4483,Alphaproteobacteria
39,Otu000039,27570,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,3502,Betaproteobacteria
41,Otu000041,27498,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,2613,Gammaproteobacteria
44,Otu000044,25216,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,4045,Alphaproteobacteria
45,Otu000045,24500,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacteraceae_unclassified,3352,Alphaproteobacteria
46,Otu000046,23437,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,5094,Alphaproteobacteria
47,Otu000047,23432,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,alphaI_cluster,alphaI_cluster_unclassified,4976,Alphaproteobacteria
48,Otu000048,22183,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,3747,Gammaproteobacteria
49,Otu000049,21846,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,2127,Gammaproteobacteria
52,Otu000052,20892,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonadaceae_unclassified,3508,Betaproteobacteria
53,Otu000053,20822,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,2203,Gammaproteobacteria
58,Otu000058,19869,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonadaceae_unclassified,3643,Betaproteobacteria
61,Otu000061,18789,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodoblastus,4237,Alphaproteobacteria
62,Otu000062,18035,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,2179,Gammaproteobacteria
64,Otu000064,17284,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,2626,Alphaproteobacteria
67,Otu000067,16694,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,1464,Gammaproteobacteria
69,Otu000069,16566,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,3011,Betaproteobacteria
71,Otu000071,16242,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacteriaceae_unclassified,1803,Gammaproteobacteria
82,Otu000082,14143,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,1877,Proteobacteria_unclassified
83,Otu000083,13927,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobiaceae_unclassified,534,Alphaproteobacteria
87,Otu000087,13542,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,1784,Alphaproteobacteria
89,Otu000089,13482,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,1785,Alphaproteobacteria
90,Otu000090,13440,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcales_unclassified,Myxococcales_unclassified,1202,Deltaproteobacteria
93,Otu000093,13030,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidocella,4207,Alphaproteobacteria
95,Otu000095,12732,Bacteria,Proteobacteria,Betaproteobacteria,Betaproteobacteria_unclassified,Betaproteobacteria_unclassified,Betaproteobacteria_unclassified,1533,Betaproteobacteria
104,Otu000104,12005,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,GKS98_freshwater_group,1584,Betaproteobacteria
106,Otu000106,11949,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,1172,Alphaproteobacteria
108,Otu000108,11764,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobiaceae_unclassified,1942,Alphaproteobacteria
109,Otu000109,11612,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,1463,Gammaproteobacteria
114,Otu000114,11233,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,1442,Alphaproteobacteria
118,Otu000118,10919,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidicaldus,2108,Alphaproteobacteria
122,Otu000122,10256,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,598,Proteobacteria_unclassified
123,Otu000123,10252,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,1067,Gammaproteobacteria
125,Otu000125,10145,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Beijerinckiaceae_unclassified,1839,Alphaproteobacteria
126,Otu000126,10104,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,1356,Proteobacteria_unclassified
132,Otu000132,9698,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonadaceae_unclassified,1694,Betaproteobacteria
133,Otu000133,9650,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,MNG7,MNG7_unclassified,1657,Alphaproteobacteria
134,Otu000134,9572,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,585,Gammaproteobacteria
135,Otu000135,9544,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,1307,Betaproteobacteria
137,Otu000137,9443,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,893,Deltaproteobacteria
146,Otu000146,8850,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,1259,Proteobacteria_unclassified
149,Otu000149,8807,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Rhizomicrobium,1347,Alphaproteobacteria
153,Otu000153,8524,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,SC-I-84_unclassified,SC-I-84_unclassified,1648,Betaproteobacteria
154,Otu000154,8515,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Rhodocyclaceae_unclassified,1204,Betaproteobacteria
155,Otu000155,8504,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_unclassified,Rhizobiales_unclassified,1229,Alphaproteobacteria
156,Otu000156,8374,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,LD28_freshwater_group,1027,Betaproteobacteria
157,Otu000157,8329,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,393,Proteobacteria_unclassified
161,Otu000161,8198,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,507,Proteobacteria_unclassified
170,Otu000170,7775,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Crenotrichaceae,Crenothrix,2021,Gammaproteobacteria
173,Otu000173,7715,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcales_unclassified,Myxococcales_unclassified,784,Deltaproteobacteria
174,Otu000174,7604,Bacteria,Proteobacteria,Betaproteobacteria,Betaproteobacteria_unclassified,Betaproteobacteria_unclassified,Betaproteobacteria_unclassified,1025,Betaproteobacteria
177,Otu000177,7529,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonadaceae_unclassified,1299,Betaproteobacteria
179,Otu000179,7498,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,PRD01a011B,1284,Betaproteobacteria
180,Otu000180,7469,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,MSB-1E8,MSB-1E8_unclassified,388,Alphaproteobacteria
193,Otu000193,7043,Bacteria,Proteobacteria,Betaproteobacteria,Betaproteobacteria_unclassified,Betaproteobacteria_unclassified,Betaproteobacteria_unclassified,952,Betaproteobacteria
196,Otu000196,6910,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,897,Alphaproteobacteria
197,Otu000197,6887,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,1263,Alphaproteobacteria
198,Otu000198,6886,Bacteria,Proteobacteria,Betaproteobacteria,TRA3-20,TRA3-20_unclassified,TRA3-20_unclassified,1061,Betaproteobacteria
200,Otu000200,6739,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcales_unclassified,Myxococcales_unclassified,1077,Deltaproteobacteria
204,Otu000204,6692,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadales_unclassified,Desulfuromonadales_unclassified,1360,Deltaproteobacteria
212,Otu000212,6489,Bacteria,Proteobacteria,Betaproteobacteria,Betaproteobacteria_unclassified,Betaproteobacteria_unclassified,Betaproteobacteria_unclassified,1168,Betaproteobacteria
213,Otu000213,6480,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacteraceae_unclassified,1131,Betaproteobacteria
215,Otu000215,6448,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,1076,Betaproteobacteria
219,Otu000219,6387,Bacteria,Proteobacteria,Betaproteobacteria,TRA3-20,TRA3-20_unclassified,TRA3-20_unclassified,982,Betaproteobacteria
220,Otu000220,6312,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_unclassified,Rhizobiales_unclassified,688,Alphaproteobacteria
221,Otu000221,6299,Bacteria,Proteobacteria,Deltaproteobacteria,GR-WP33-30,GR-WP33-30_unclassified,GR-WP33-30_unclassified,1131,Deltaproteobacteria
224,Otu000224,6242,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,719,Alphaproteobacteria
234,Otu000234,6034,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,1323,Betaproteobacteria
236,Otu000236,6017,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,310,Gammaproteobacteria
240,Otu000240,5986,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,1440,Alphaproteobacteria
243,Otu000243,5927,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Gallionellaceae_unclassified,1076,Betaproteobacteria
244,Otu000244,5867,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,577,Deltaproteobacteria
245,Otu000245,5859,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacteraceae_unclassified,834,Alphaproteobacteria
246,Otu000246,5835,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,1076,Deltaproteobacteria
249,Otu000249,5820,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,791,Alphaproteobacteria
252,Otu000252,5661,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,960,Alphaproteobacteria
253,Otu000253,5632,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonadaceae_unclassified,878,Betaproteobacteria
254,Otu000254,5632,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,732,Alphaproteobacteria
256,Otu000256,5621,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,BVA18,BVA18_unclassified,1180,Deltaproteobacteria
259,Otu000259,5583,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hirschia,809,Alphaproteobacteria
262,Otu000262,5483,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,953,Alphaproteobacteria
264,Otu000264,5459,Bacteria,Proteobacteria,Deltaproteobacteria,Sh765B-TzT-29,Sh765B-TzT-29_unclassified,Sh765B-TzT-29_unclassified,404,Deltaproteobacteria
265,Otu000265,5438,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacteraceae_unclassified,997,Betaproteobacteria
266,Otu000266,5422,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,M20-Pitesti,M20-Pitesti_unclassified,1062,Deltaproteobacteria
272,Otu000272,5339,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,KF-JG30-B3,KF-JG30-B3_unclassified,871,Alphaproteobacteria
273,Otu000273,5334,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylocystaceae_unclassified,1043,Alphaproteobacteria
275,Otu000275,5306,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales_unclassified,Rhodospirillales_unclassified,172,Alphaproteobacteria
278,Otu000278,5276,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,1039,Alphaproteobacteria
