"","OTU","s.deep.water","s.marsh.water","s.deep.sed","s.marsh.sed","s.wet.soil","s.up.soil","index","stat","p.value","p.fdr","X","Size","Kingdom","Phylum","Class","Order","Family","Genus","size.sub","preferred"
"500","Otu000973",0,0,1,1,0,0,16,0.85760752327793,0.01,0.028,973,1452,"Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Candidatus_Accumulibacter",242,"Betaproteobacteria"
"501","Otu001015",0,0,1,1,0,0,16,0.71236598932171,0.01,0.028,1015,1392,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Desulfuromonadales_unclassified","Desulfuromonadales_unclassified",262,"Deltaproteobacteria"
"502","Otu001054",0,0,1,1,0,0,16,0.735904480356859,0.01,0.028,1054,1342,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Woodsholea",180,"Alphaproteobacteria"
"503","Otu001129",0,0,1,1,0,0,16,0.70581550408412,0.01,0.028,1129,1263,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas",326,"Gammaproteobacteria"
"504","Otu001139",0,0,1,1,0,0,16,0.794136967897981,0.01,0.028,1139,1248,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfatirhabdium",222,"Deltaproteobacteria"
"505","Otu001182",0,0,1,1,0,0,16,0.791814176881021,0.01,0.028,1182,1200,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulfocapsa",241,"Deltaproteobacteria"
"506","Otu001192",0,0,1,1,0,0,16,0.831935431672171,0.01,0.028,1192,1175,"Bacteria","Proteobacteria","Betaproteobacteria","Hydrogenophilales","Hydrogenophilaceae","Thiobacillus",264,"Betaproteobacteria"
"507","Otu001271",0,0,1,1,0,0,16,0.850990644004141,0.01,0.028,1271,1087,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified",246,"Gammaproteobacteria"
"508","Otu001273",0,0,1,1,0,0,16,0.623798117279628,0.01,0.028,1273,1086,"Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Zoogloea",186,"Betaproteobacteria"
"509","Otu001372",0,0,1,1,0,0,16,0.771037447891722,0.01,0.028,1372,1011,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Woodsholea",161,"Alphaproteobacteria"
"510","Otu001381",0,0,1,1,0,0,16,0.547087255277159,0.01,0.028,1381,1006,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Woodsholea",97,"Alphaproteobacteria"
"511","Otu001442",0,0,1,1,0,0,16,0.684620027447857,0.01,0.028,1442,952,"Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Sulfuritalea",191,"Betaproteobacteria"
"512","Otu001632",0,0,1,1,0,0,16,0.661785662059433,0.01,0.028,1632,829,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosomonadaceae_unclassified",151,"Betaproteobacteria"
"513","Otu001763",0,0,1,1,0,0,16,0.464043246318467,0.02,0.046,1763,762,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified",38,"Gammaproteobacteria"
"514","Otu001982",0,0,1,1,0,0,16,0.67844644440118,0.01,0.028,1982,646,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulfobulbaceae_unclassified",111,"Deltaproteobacteria"
"515","Otu001987",0,0,1,1,0,0,16,0.783716276486805,0.01,0.028,1987,645,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","BD1-7_clade",149,"Gammaproteobacteria"
"516","Otu002054",0,0,1,1,0,0,16,0.798586684835407,0.01,0.028,2054,619,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulfobulbaceae_unclassified",158,"Deltaproteobacteria"
"517","Otu002098",0,0,1,1,0,0,16,0.651894434192353,0.01,0.028,2098,603,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",106,"Deltaproteobacteria"
"518","Otu002140",0,0,1,1,0,0,16,0.748650616009736,0.01,0.028,2140,587,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulfocapsa",101,"Deltaproteobacteria"
"519","Otu002205",0,0,1,1,0,0,16,0.698157324274963,0.01,0.028,2205,563,"Bacteria","Proteobacteria","Deltaproteobacteria","Deltaproteobacteria_unclassified","Deltaproteobacteria_unclassified","Deltaproteobacteria_unclassified",80,"Deltaproteobacteria"
"520","Otu002233",0,0,1,1,0,0,16,0.577350269189626,0.01,0.028,2233,555,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Cystobacteraceae","Anaeromyxobacter",90,"Deltaproteobacteria"
"521","Otu002265",0,0,1,1,0,0,16,0.819539057924076,0.01,0.028,2265,547,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Sva0081_sediment_group",123,"Deltaproteobacteria"
"522","Otu002548",0,0,1,1,0,0,16,0.697595609231843,0.01,0.028,2548,466,"Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophaceae","Smithella",89,"Deltaproteobacteria"
"523","Otu002593",0,0,1,1,0,0,16,0.755589723107471,0.01,0.028,2593,457,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulfocapsa",134,"Deltaproteobacteria"
"524","Otu002595",0,0,1,1,0,0,16,0.542996873837671,0.01,0.028,2595,457,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Halioglobus",100,"Gammaproteobacteria"
"525","Otu002827",0,0,1,1,0,0,16,0.743797837702863,0.01,0.028,2827,407,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Cystobacteraceae","Anaeromyxobacter",76,"Deltaproteobacteria"
"526","Otu002855",0,0,1,1,0,0,16,0.62656090440722,0.01,0.028,2855,403,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Desulfuromonadales_unclassified","Desulfuromonadales_unclassified",79,"Deltaproteobacteria"
"527","Otu002936",0,0,1,1,0,0,16,0.576951987742223,0.02,0.046,2936,389,"Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Candidatus_Accumulibacter",94,"Betaproteobacteria"
"528","Otu002958",0,0,1,1,0,0,16,0.488218126179935,0.01,0.028,2958,385,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xanthomonadaceae_unclassified",76,"Gammaproteobacteria"
"529","Otu002960",0,0,1,1,0,0,16,0.755063938124927,0.01,0.028,2960,385,"Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophaceae","Desulfobacca",69,"Deltaproteobacteria"
"530","Otu002979",0,0,1,1,0,0,16,0.566565851795288,0.01,0.028,2979,382,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_unclassified","Rhizobiales_unclassified",75,"Alphaproteobacteria"
"531","Otu003068",0,0,1,1,0,0,16,0.743279075870341,0.01,0.028,3068,368,"Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcales_unclassified","Methylococcales_unclassified",96,"Gammaproteobacteria"
"532","Otu003118",0,0,1,1,0,0,16,0.753816395666597,0.01,0.028,3118,361,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acidiphilium",83,"Alphaproteobacteria"
"533","Otu004022",0,0,1,1,0,0,16,0.526458952498034,0.01,0.028,4021,255,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified",46,"Proteobacteria_unclassified"
"534","Otu004222",0,0,1,1,0,0,16,0.572571101659257,0.01,0.028,4221,239,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified",45,"Gammaproteobacteria"
"535","Otu004238",0,0,1,1,0,0,16,0.618360811414096,0.01,0.028,4237,238,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified",69,"Betaproteobacteria"
"536","Otu004258",0,0,1,1,0,0,16,0.564947177776235,0.01,0.028,4257,237,"Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophobacteraceae","Syntrophobacteraceae_unclassified",56,"Deltaproteobacteria"
"537","Otu004510",0,0,1,1,0,0,16,0.633527226407367,0.01,0.028,4509,218,"Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Methyloversatilis",41,"Betaproteobacteria"
"538","Otu004549",0,0,1,1,0,0,16,0.616556581044899,0.01,0.028,4548,215,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geothermobacter",55,"Deltaproteobacteria"
"539","Otu004809",0,0,1,1,0,0,16,0.571771874896866,0.01,0.028,4808,198,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas",58,"Gammaproteobacteria"
"540","Otu005226",0,0,1,1,0,0,16,0.591690473490267,0.02,0.046,5225,177,"Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methylococcaceae_unclassified",43,"Gammaproteobacteria"
"541","Otu005437",0,0,1,1,0,0,16,0.61195767393988,0.01,0.028,5436,167,"Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methylomonas",52,"Gammaproteobacteria"
"542","Otu006768",0,0,1,1,0,0,16,0.538968497993349,0.01,0.028,6764,121,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacteraceae_unclassified",37,"Alphaproteobacteria"
"543","Otu008203",0,0,1,1,0,0,16,0.510084844752657,0.01,0.028,8198,91,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",34,"Deltaproteobacteria"
"544","Otu009219",0,0,1,1,0,0,16,0.436435780471985,0.02,0.046,9213,76,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Beggiatoa",28,"Gammaproteobacteria"
"545","Otu009742",0,0,1,1,0,0,16,0.481453740064525,0.01,0.028,9736,69,"Bacteria","Proteobacteria","Alphaproteobacteria","DB1-14","DB1-14_unclassified","DB1-14_unclassified",29,"Alphaproteobacteria"
"546","Otu001190",0,0,1,1,0,0,16,0.750525075414181,0.01,0.028,1190,1178,"Bacteria","Spirochaetae","Spirochaetes","Spirochaetales","Spirochaetaceae","Treponema",266,"Spirochaetae"
"547","Otu003218",0,0,1,1,0,0,16,0.606936332475041,0.01,0.028,3218,346,"Bacteria","Spirochaetae","Spirochaetes","Spirochaetales","Spirochaetaceae","Spirochaeta",81,"Spirochaetae"
"548","Otu004192",0,0,1,1,0,0,16,0.645672318439858,0.01,0.028,4191,242,"Bacteria","Spirochaetae","Spirochaetes","Spirochaetales","Spirochaetaceae","Spirochaeta",47,"Spirochaetae"
"549","Otu006951",0,0,1,1,0,0,16,0.436435780471985,0.01,0.028,6947,116,"Bacteria","Spirochaetae","Spirochaetes","Spirochaetales","PL-11B10","PL-11B10_unclassified",23,"Spirochaetae"
"550","Otu000715",0,0,1,1,0,0,16,0.770779348066016,0.01,0.028,715,2031,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Verrucomicrobiaceae_unclassified",498,"Verrucomicrobia"
"551","Otu000944",0,0,1,1,0,0,16,0.768591997790062,0.01,0.028,944,1495,"Bacteria","Verrucomicrobia","OPB35_soil_group","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified",272,"Verrucomicrobia"
"552","Otu000951",0,0,1,1,0,0,16,0.820229974217749,0.01,0.028,951,1486,"Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",263,"Verrucomicrobia"
"553","Otu001356",0,0,1,1,0,0,16,0.694768911067694,0.01,0.028,1356,1023,"Bacteria","Verrucomicrobia","OPB35_soil_group","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified",157,"Verrucomicrobia"
"554","Otu002008",0,0,1,1,0,0,16,0.7694951231418,0.01,0.028,2008,636,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Verrucomicrobiaceae_unclassified",132,"Verrucomicrobia"
"555","Otu004270",0,0,1,1,0,0,16,0.588136200401344,0.01,0.028,4269,236,"Bacteria","Verrucomicrobia","OPB35_soil_group","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified",53,"Verrucomicrobia"
"556","Otu004498",0,0,1,1,0,0,16,0.598947440229434,0.01,0.028,4497,218,"Bacteria","Verrucomicrobia","OPB35_soil_group","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified",64,"Verrucomicrobia"
"557","Otu004883",0,0,1,0,1,0,17,0.43994134506406,0.01,0.028,4882,195,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira",23,"Nitrospirae"
"558","Otu003708",0,0,1,0,1,0,17,0.594854760834591,0.02,0.046,3707,283,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Blastopirellula",62,"Planctomycetes"
"559","Otu002203",0,0,1,0,1,0,17,0.599106893169452,0.02,0.046,2203,564,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Rhodomicrobium",109,"Alphaproteobacteria"
"560","Otu003154",0,0,1,0,0,1,18,0.551349652345835,0.01,0.028,3154,355,"Bacteria","Armatimonadetes","Chthonomonadetes","Chthonomonadales","Chthonomonadaceae","Chthonomonas",56,"Armatimonadetes"
"561","Otu001456",0,0,0,1,1,0,19,0.675802697382841,0.02,0.046,1456,936,"Bacteria","Acidobacteria","Acidobacteria","Subgroup_6","Subgroup_6_unclassified","Subgroup_6_unclassified",223,"Acidobacteria"
"562","Otu002326",0,0,0,1,1,0,19,0.725555901229898,0.01,0.028,2326,530,"Bacteria","Acidobacteria","Subgroup_22","Subgroup_22_unclassified","Subgroup_22_unclassified","Subgroup_22_unclassified",102,"Acidobacteria"
"563","Otu000658",0,0,0,1,1,0,19,0.738724505759991,0.01,0.028,658,2210,"Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes",460,"Actinobacteria"
"564","Otu000663",0,0,0,1,1,0,19,0.703757065285194,0.01,0.028,663,2193,"Bacteria","Actinobacteria","MB-A2-108","MB-A2-108_unclassified","MB-A2-108_unclassified","MB-A2-108_unclassified",401,"Actinobacteria"
"565","Otu000901",0,0,0,1,1,0,19,0.689924771512424,0.02,0.046,901,1568,"Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellales_unclassified","Gaiellales_unclassified",292,"Actinobacteria"
"566","Otu001292",0,0,0,1,1,0,19,0.739272249721844,0.01,0.028,1292,1073,"Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellales_unclassified","Gaiellales_unclassified",197,"Actinobacteria"
"567","Otu001508",0,0,0,1,1,0,19,0.495079971229016,0.01,0.028,1508,903,"Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","480-2","480-2_unclassified",87,"Actinobacteria"
"568","Otu002019",0,0,0,1,1,0,19,0.725291527660742,0.01,0.028,2019,631,"Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellales_unclassified","Gaiellales_unclassified",153,"Actinobacteria"
"569","Otu002433",0,0,0,1,1,0,19,0.655834098384897,0.01,0.028,2433,496,"Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellales_unclassified","Gaiellales_unclassified",104,"Actinobacteria"
"570","Otu002562",0,0,0,1,1,0,19,0.631579641901591,0.01,0.028,2562,463,"Bacteria","Actinobacteria","MB-A2-108","MB-A2-108_unclassified","MB-A2-108_unclassified","MB-A2-108_unclassified",85,"Actinobacteria"
"571","Otu002316",0,0,0,1,1,0,19,0.591620594170879,0.02,0.046,2316,531,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified",64,"Bacteria_unclassified"
"572","Otu003220",0,0,0,1,1,0,19,0.578505747842891,0.01,0.028,3220,345,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified",87,"Bacteria_unclassified"
"573","Otu003612",0,0,0,1,1,0,19,0.577350269189626,0.02,0.046,3612,294,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified",41,"Bacteria_unclassified"
"574","Otu001110",0,0,0,1,1,0,19,0.630188873049417,0.01,0.028,1110,1281,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Niastella",190,"Bacteroidetes"
"575","Otu001142",0,0,0,1,1,0,19,0.574134695561408,0.02,0.046,1142,1243,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Chitinophagaceae_unclassified",127,"Bacteroidetes"
"576","Otu001450",0,0,0,1,1,0,19,0.696942673372066,0.01,0.028,1450,942,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Chitinophaga",188,"Bacteroidetes"
"577","Otu006121",0,0,0,1,1,0,19,0.479509805007662,0.02,0.046,6118,141,"Bacteria","Candidate_division_WS3","Candidate_division_WS3_unclassified","Candidate_division_WS3_unclassified","Candidate_division_WS3_unclassified","Candidate_division_WS3_unclassified",38,"Candidate_division_WS3"
"578","Otu000701",0,0,0,1,1,0,19,0.787804179962956,0.01,0.028,701,2092,"Bacteria","Chloroflexi","KD4-96","KD4-96_unclassified","KD4-96_unclassified","KD4-96_unclassified",344,"Chloroflexi"
"579","Otu000966",0,0,0,1,1,0,19,0.768391601437057,0.02,0.046,966,1465,"Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Roseiflexus",274,"Chloroflexi"
"580","Otu001138",0,0,0,1,1,0,19,0.717014679866738,0.01,0.028,1138,1249,"Bacteria","Chloroflexi","KD4-96","KD4-96_unclassified","KD4-96_unclassified","KD4-96_unclassified",215,"Chloroflexi"
"581","Otu002275",0,0,0,1,1,0,19,0.531023931508651,0.02,0.046,2275,544,"Bacteria","Chloroflexi","KD4-96","KD4-96_unclassified","KD4-96_unclassified","KD4-96_unclassified",133,"Chloroflexi"
"582","Otu003342",0,0,0,1,1,0,19,0.64203176744822,0.01,0.028,3342,326,"Bacteria","Chloroflexi","Chloroflexi_unclassified","Chloroflexi_unclassified","Chloroflexi_unclassified","Chloroflexi_unclassified",80,"Chloroflexi"
"583","Otu003540",0,0,0,1,1,0,19,0.581744720924228,0.02,0.046,3540,303,"Bacteria","Chloroflexi","TK10","TK10_unclassified","TK10_unclassified","TK10_unclassified",63,"Chloroflexi"
"584","Otu002192",0,0,0,1,1,0,19,0.601826630258551,0.02,0.046,2192,567,"Bacteria","Planctomycetes","Phycisphaerae","WD2101_soil_group","WD2101_soil_group_unclassified","WD2101_soil_group_unclassified",102,"Planctomycetes"
"585","Otu000989",0,0,0,1,1,0,19,0.771342874537564,0.01,0.028,989,1421,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Sandaracinaceae_unclassified",185,"Deltaproteobacteria"
"586","Otu001037",0,0,0,1,1,0,19,0.681778496929344,0.02,0.046,1037,1364,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobiaceae_unclassified",188,"Alphaproteobacteria"
"587","Otu001168",0,0,0,1,1,0,19,0.692414458517273,0.01,0.028,1168,1215,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys",178,"Alphaproteobacteria"
"588","Otu001586",0,0,0,1,1,0,19,0.633140361260592,0.01,0.028,1586,854,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Sandaracinaceae_unclassified",137,"Deltaproteobacteria"
"589","Otu001851",0,0,0,1,1,0,19,0.650738956209603,0.02,0.046,1851,714,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosomonadaceae_unclassified",140,"Betaproteobacteria"
"590","Otu001917",0,0,0,1,1,0,19,0.651427758543207,0.02,0.046,1917,681,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Sandaracinaceae_unclassified",123,"Deltaproteobacteria"
"591","Otu002109",0,0,0,1,1,0,19,0.565210530157434,0.01,0.028,2109,597,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Sandaracinaceae_unclassified",118,"Deltaproteobacteria"
"592","Otu002753",0,0,0,1,1,0,19,0.481383677512506,0.01,0.028,2753,423,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Sandaracinaceae_unclassified",53,"Deltaproteobacteria"
"593","Otu002870",0,0,0,1,1,0,19,0.546182011339951,0.02,0.046,2870,401,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Woodsholea",47,"Alphaproteobacteria"
"594","Otu003140",0,0,0,1,1,0,19,0.617145460881656,0.01,0.028,3140,358,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Sandaracinaceae_unclassified",67,"Deltaproteobacteria"
"595","Otu003970",0,0,0,1,1,0,19,0.542205623877578,0.02,0.046,3969,261,"Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84","SC-I-84_unclassified","SC-I-84_unclassified",58,"Betaproteobacteria"
"596","Otu001049",0,0,0,1,1,0,19,0.720604914824937,0.01,0.028,1049,1353,"Bacteria","Verrucomicrobia","OPB35_soil_group","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified",173,"Verrucomicrobia"
"597","Otu001579",0,0,0,1,1,0,19,0.685945017445709,0.01,0.028,1579,860,"Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",124,"Verrucomicrobia"
"598","Otu001888",0,0,0,1,1,0,19,0.561528896340572,0.02,0.046,1888,693,"Bacteria","Verrucomicrobia","OPB35_soil_group","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified",101,"Verrucomicrobia"
